condition_name,condition_group,condition_value,n_trials,mean_fixations_all,std_fixations_all,accuracy_by_8_fixations_all,found_within_3_fixations_rate_all,found_within_3_fixations_count_all,not_found_within_3_fixations_count_all,mean_fixations_target_different,std_fixations_target_different,accuracy_target_different,found_within_3_fixations_rate_target_different,found_within_3_fixations_count_target_different,not_found_within_3_fixations_count_target_different,mean_fixations_target_identical,std_fixations_target_identical,accuracy_target_identical,found_within_3_fixations_rate_target_identical,found_within_3_fixations_count_target_identical,not_found_within_3_fixations_count_target_identical,mean_score_target_all,mean_score_max_distractor_all,mean_score_mean_distractor_all,mean_score_margin_all,std_score_margin_all,mean_target_rank_all,top1_rate_all,mean_p_target_all,mean_score_target_target_different,mean_score_max_distractor_target_different,mean_score_mean_distractor_target_different,mean_score_margin_target_different,std_score_margin_target_different,mean_target_rank_target_different,top1_rate_target_different,mean_p_target_target_different,mean_score_target_target_identical,mean_score_max_distractor_target_identical,mean_score_mean_distractor_target_identical,mean_score_margin_target_identical,std_score_margin_target_identical,mean_target_rank_target_identical,top1_rate_target_identical,mean_p_target_target_identical,transform,experiment
rotation_180,rotation_deg,180.0,500,4.412000179290772,2.366908550262451,1.0,0.4199999868869781,210,290,5.079999923706055,2.30945897102356,1.0,0.3100000023841858,62,138,3.9666666984558105,2.299033641815185,1.0,0.4933333396911621,148,152,22.667688369750977,39.95877456665039,23.213727951049805,-17.291088104248047,18.750375747680664,3.4119999408721924,0.1280000060796737,0.1269110292196273,19.820453643798828,41.830223083496094,23.919288635253903,-22.0097713470459,20.677640914916992,4.079999923706055,0.0599999986588954,0.0658762529492378,24.565841674804688,38.71113967895508,22.74335479736328,-14.145299911499023,16.618595123291016,2.9666666984558105,0.1733333319425583,0.1676008850336074,rotation,results_rotation_8cat_smoothed_alpha_target_b3
scale_0.5,scale,0.5,500,5.015999794006348,2.2520532608032227,1.0,0.3000000119209289,150,350,5.650000095367432,2.169677495956421,1.0,0.209999993443489,42,158,4.5933332443237305,2.2063443660736084,1.0,0.3600000143051147,108,192,16.90494155883789,35.48654556274414,20.586463928222656,-18.581605911254883,17.711944580078125,4.015999794006348,0.0799999982118606,0.0797220170497894,17.107467651367188,42.31330490112305,24.084760665893555,-25.20583724975586,20.84303474426269,4.650000095367432,0.0399999991059303,0.0389165133237838,16.769922256469727,30.93537139892578,18.2542667388916,-14.165449142456056,13.582246780395508,3.5933332443237305,0.1066666692495346,0.106925681233406,scale,results_scale_8cat_smoothed_alpha_target_b3
scale_0.75,scale,0.75,500,4.196000099182129,2.5007166862487797,1.0,0.4560000002384186,228,272,4.809999942779541,2.448244333267212,1.0,0.3799999952316284,76,124,3.786666631698608,2.4510858058929443,1.0,0.5066666603088379,152,148,25.94387435913086,40.03937911987305,22.995325088500977,-14.095504760742188,21.00238037109375,3.196000099182129,0.19200000166893,0.1984142661094665,23.24561309814453,42.17715835571289,23.961992263793945,-18.93154525756836,21.62673759460449,3.809999942779541,0.0900000035762786,0.1044247075915336,27.742713928222656,38.61419296264648,22.350875854492188,-10.871478080749512,19.93414878845215,2.7866666316986084,0.2599999904632568,0.2610739767551422,scale,results_scale_8cat_smoothed_alpha_target_b3
scale_1,scale,1.0,500,3.2679998874664307,2.268959283828736,1.0,0.6159999966621399,308,192,4.0,2.353720426559448,1.0,0.4699999988079071,94,106,2.7799999713897705,2.071617841720581,1.0,0.7133333086967468,214,86,38.94662857055664,43.621524810791016,24.78741455078125,-4.674895286560059,33.993309020996094,2.2679998874664307,0.2960000038146972,0.2992406785488128,29.59088706970215,42.1358757019043,23.92812728881836,-12.544987678527832,24.53789520263672,3.0,0.1800000071525573,0.1892958432435989,45.18378829956055,44.611961364746094,25.36027336120605,0.5718331933021545,38.15340423583984,1.7799999713897705,0.3733333349227905,0.3725372850894928,scale,results_scale_8cat_smoothed_alpha_target_b3
scale_1.25,scale,1.25,500,2.615999937057495,2.1439549922943115,1.0,0.7440000176429749,372,128,3.440000057220459,2.384617328643799,1.0,0.5899999737739563,118,82,2.066666603088379,1.7650936841964722,1.0,0.846666693687439,254,46,44.83946990966797,43.13911056518555,24.43257141113281,1.7003581523895264,33.38834762573242,1.616000056266785,0.4560000002384186,0.4482938349246979,31.928241729736328,42.167945861816406,23.983539581298828,-10.239702224731444,21.31434631347656,2.440000057220459,0.2899999916553497,0.2816137671470642,53.44695281982422,43.78655242919922,24.73192596435547,9.66039752960205,37.37239837646485,1.0666667222976685,0.5666666626930237,0.5594138503074646,scale,results_scale_8cat_smoothed_alpha_target_b3
scale_1.5,scale,1.5,500,2.671999931335449,2.1214184761047363,1.0,0.7319999933242798,366,134,3.559999942779541,2.37621545791626,1.0,0.550000011920929,110,90,2.0799999237060547,1.6912323236465454,1.0,0.8533333539962769,256,44,41.42314147949219,42.19644927978516,23.67697525024414,-0.7733129858970642,28.46971702575684,1.6720000505447388,0.4359999895095825,0.4256005883216858,30.810352325439453,42.58970260620117,24.08121109008789,-11.779353141784668,21.73745346069336,2.559999942779541,0.2800000011920929,0.2602009177207947,48.49832534790039,41.93427658081055,23.407485961914062,6.564046859741211,30.021181106567383,1.0800000429153442,0.5400000214576721,0.5358669757843018,scale,results_scale_8cat_smoothed_alpha_target_b3
scale_0.25,scale,0.25,500,5.0879998207092285,2.4166622161865234,1.0,0.3160000145435333,158,342,6.699999809265137,1.8083140850067136,1.0,0.1000000014901161,20,180,4.013333320617676,2.160205602645874,1.0,0.4600000083446502,138,162,11.900558471679688,28.41413307189941,16.570714950561523,-16.513574600219727,18.485063552856445,4.0879998207092285,0.1000000014901161,0.0997306182980537,12.329585075378418,42.68974685668945,24.37845230102539,-30.36015892028809,20.80541229248047,5.699999809265137,0.0199999995529651,0.0207667276263237,11.614542961120604,18.897056579589844,11.365557670593262,-7.2825164794921875,8.239423751831055,3.013333320617676,0.1533333361148834,0.1523732244968414,scale,results_scale_extreme_8cat_smoothed_alpha_target_b3
scale_1.75,scale,1.75,500,2.888000011444092,2.1953258514404297,1.0,0.6759999990463257,338,162,3.890000104904175,2.370210647583008,1.0,0.4900000095367431,98,102,2.220000028610229,1.7808985710144043,1.0,0.800000011920929,240,60,37.73478698730469,40.76203155517578,23.05483627319336,-3.0272445678710938,25.975818634033203,1.888000011444092,0.4079999923706054,0.3985564708709717,28.54180145263672,42.587833404541016,24.12640953063965,-14.04603385925293,21.19495964050293,2.890000104904175,0.2199999988079071,0.2100989520549774,43.86344146728516,39.54482269287109,22.34045791625977,4.318615436553955,26.27134704589844,1.2200000286102295,0.5333333611488342,0.5241948366165161,scale,results_scale_extreme_8cat_smoothed_alpha_target_b3
scale_2,scale,2.0,500,3.063999891281128,2.302151918411255,1.0,0.6520000100135803,326,174,4.210000038146973,2.4831230640411377,1.0,0.4799999892711639,96,104,2.299999952316284,1.8064699172973635,1.0,0.7666666507720947,230,70,33.81483459472656,39.456451416015625,22.39671516418457,-5.641617298126221,22.46122360229492,2.063999891281128,0.3799999952316284,0.3763028085231781,26.693492889404297,42.49225234985352,24.162635803222656,-15.798757553100586,22.49258041381836,3.2100000381469727,0.1800000071525573,0.1735193133354187,38.56239700317383,37.43258285522461,21.219432830810547,1.1298089027404783,19.72146987915039,1.2999999523162842,0.5133333206176758,0.5114917755126953,scale,results_scale_extreme_8cat_smoothed_alpha_target_b3
shift_x_-30,shift_x,-30.0,500,3.371999979019165,2.322416067123413,1.0,0.5879999995231628,294,206,3.9800000190734863,2.387383460998535,1.0,0.4699999988079071,94,106,2.9666666984558105,2.1860668659210205,1.0,0.6666666865348816,200,100,32.81917190551758,41.0042839050293,23.36631393432617,-8.185113906860352,24.11112403869629,2.371999979019165,0.3079999983310699,0.3050182461738586,28.452686309814453,42.278263092041016,23.990694046020508,-13.825572967529297,22.753103256225582,2.9800000190734863,0.209999993443489,0.2070354223251342,35.73016357421875,40.15496826171875,22.95005798339844,-4.424808025360107,24.257471084594727,1.9666666984558103,0.3733333349227905,0.3703401088714599,shift_x,results_shiftx_8cat_smoothed_alpha_target_b3
shift_x_-15,shift_x,-15.0,500,3.3480000495910645,2.30019474029541,1.0,0.5960000157356262,298,202,4.039999961853027,2.344866752624512,1.0,0.4699999988079071,94,106,2.886666774749756,2.1495323181152344,1.0,0.6800000071525574,204,96,36.771968841552734,43.29840469360352,24.541507720947266,-6.526439189910889,28.483797073364254,2.3480000495910645,0.3000000119209289,0.2996481359004974,29.079408645629883,42.1592903137207,23.94451904296875,-13.079885482788086,22.183656692504883,3.039999961853028,0.2000000029802322,0.2049961537122726,41.90034103393555,44.05781936645508,24.939498901367188,-2.157475233078003,31.247642517089844,1.8866666555404663,0.3666666746139526,0.3627494275569916,shift_x,results_shiftx_8cat_smoothed_alpha_target_b3
shift_x_0,shift_x,0.0,500,3.2679998874664307,2.268959283828736,1.0,0.6159999966621399,308,192,4.0,2.353720426559448,1.0,0.4699999988079071,94,106,2.7799999713897705,2.071617841720581,1.0,0.7133333086967468,214,86,38.94662857055664,43.621524810791016,24.78741455078125,-4.674895286560059,33.993309020996094,2.2679998874664307,0.2960000038146972,0.2992406785488128,29.59088706970215,42.1358757019043,23.92812728881836,-12.544987678527832,24.53789520263672,3.0,0.1800000071525573,0.1892958432435989,45.18378829956055,44.611961364746094,25.36027336120605,0.5718331933021545,38.15340423583984,1.7799999713897705,0.3733333349227905,0.3725372850894928,shift_x,results_shiftx_8cat_smoothed_alpha_target_b3
shift_x_15,shift_x,15.0,500,3.2679998874664307,2.2742419242858887,1.0,0.6359999775886536,318,182,3.859999895095825,2.400083303451538,1.0,0.5299999713897705,106,94,2.873333215713501,2.095381259918213,1.0,0.7066666483879089,212,88,38.0007438659668,43.82582092285156,24.773725509643555,-5.825082778930664,31.45246315002441,2.2679998874664307,0.2879999876022339,0.2892544567584991,29.537260055541992,42.1784782409668,23.9576473236084,-12.641213417053224,22.70720100402832,2.859999895095825,0.1800000071525573,0.1859699636697769,43.64305877685547,44.92405700683594,25.317777633666992,-1.2809956073760986,35.40332794189453,1.8733333349227903,0.3600000143051147,0.3581107556819916,shift_x,results_shiftx_8cat_smoothed_alpha_target_b3
shift_x_30,shift_x,30.0,500,3.407999992370605,2.2806875705718994,1.0,0.5960000157356262,298,202,3.940000057220459,2.424128770828247,1.0,0.5,100,100,3.053333282470703,2.1064558029174805,1.0,0.6600000262260437,198,102,35.290977478027344,42.6633186340332,24.08274269104004,-7.372339725494385,31.32686996459961,2.407999992370605,0.2759999930858612,0.2780710458755493,28.736852645874023,42.5052490234375,24.092567443847656,-13.768396377563477,22.219390869140625,2.940000057220459,0.2000000029802322,0.1974592804908752,39.66039657592773,42.768699645996094,24.076194763183597,-3.1083014011383057,35.511009216308594,2.053333282470703,0.3266666531562805,0.3318122327327728,shift_x,results_shiftx_8cat_smoothed_alpha_target_b3
skew_x_-20,skew_x_deg,-20.0,500,3.691999912261963,2.318002462387085,1.0,0.527999997138977,264,236,4.440000057220459,2.4711132049560547,1.0,0.4099999964237213,82,118,3.193333387374878,2.0646119117736816,1.0,0.6066666841506958,182,118,30.605825424194336,40.612735748291016,23.31402015686035,-10.00690746307373,26.211050033569336,2.691999912261963,0.2319999933242797,0.2348156869411468,25.247671127319336,41.952186584472656,23.90082359313965,-16.70452117919922,21.157920837402344,3.440000057220459,0.1500000059604644,0.1535628587007522,34.17792892456055,39.71976089477539,22.922815322875977,-5.541831970214844,28.226781845092773,2.193333387374878,0.2866666615009308,0.2889842092990875,skew_x,results_skewx_8cat_smoothed_alpha_target_b3
skew_x_-10,skew_x_deg,-10.0,500,3.2920000553131104,2.2536051273345947,1.0,0.6240000128746033,312,188,4.070000171661377,2.3801469802856445,1.0,0.4900000095367431,98,102,2.7733333110809326,2.00381851196289,1.0,0.7133333086967468,214,86,36.77716064453125,42.40846252441406,24.275121688842773,-5.631298065185547,32.14988708496094,2.2920000553131104,0.2960000038146972,0.2972881495952606,28.428916931152344,42.05815505981445,23.927265167236328,-13.629233360290527,23.21286964416504,3.069999933242798,0.1800000071525573,0.1837230324745178,42.342655181884766,42.641998291015625,24.50702476501465,-0.2993407547473907,35.94986724853516,1.7733333110809326,0.3733333349227905,0.3729982078075409,skew_x,results_skewx_8cat_smoothed_alpha_target_b3
skew_x_0,skew_x_deg,0.0,500,3.2679998874664307,2.268959283828736,1.0,0.6159999966621399,308,192,4.0,2.353720426559448,1.0,0.4699999988079071,94,106,2.7799999713897705,2.071617841720581,1.0,0.7133333086967468,214,86,38.94662857055664,43.621524810791016,24.78741455078125,-4.674895286560059,33.993309020996094,2.2679998874664307,0.2960000038146972,0.2992406785488128,29.59088706970215,42.1358757019043,23.92812728881836,-12.544987678527832,24.53789520263672,3.0,0.1800000071525573,0.1892958432435989,45.18378829956055,44.611961364746094,25.36027336120605,0.5718331933021545,38.15340423583984,1.7799999713897705,0.3733333349227905,0.3725372850894928,skew_x,results_skewx_8cat_smoothed_alpha_target_b3
skew_x_10,skew_x_deg,10.0,500,3.140000104904175,2.178164482116699,1.0,0.6439999938011169,322,178,3.839999914169312,2.252642869949341,1.0,0.5199999809265137,104,96,2.6733334064483643,1.9949826002120967,1.0,0.7266666889190674,218,82,37.383914947509766,42.53902816772461,24.227298736572266,-5.155111312866211,27.93251037597656,2.140000104904175,0.3199999928474426,0.3155373930931091,30.668310165405277,42.18405151367188,23.90669250488281,-11.515741348266602,24.093521118164062,2.8399999141693115,0.2000000029802322,0.1949185729026794,41.860984802246094,42.77567672729492,24.441036224365234,-0.9146925806999208,29.469032287597656,1.6733332872390747,0.4000000059604645,0.3959499299526214,skew_x,results_skewx_8cat_smoothed_alpha_target_b3
skew_x_20,skew_x_deg,20.0,500,3.303999900817871,2.096564769744873,1.0,0.5920000076293945,296,204,3.740000009536743,2.16157341003418,1.0,0.5099999904632568,102,98,3.013333320617676,1.9999555349349976,1.0,0.6466666460037231,194,106,31.84916877746582,40.71031951904297,23.16888427734375,-8.861156463623047,22.478654861450195,2.303999900817871,0.2599999904632568,0.2573435604572296,29.18802261352539,42.0717887878418,23.86073303222656,-12.88376235961914,23.640607833862305,2.740000009536743,0.1800000071525573,0.1805596202611923,33.623260498046875,39.80268096923828,22.707653045654297,-6.179417133331299,21.250526428222656,2.013333320617676,0.3133333325386047,0.3085328936576843,skew_x,results_skewx_8cat_smoothed_alpha_target_b3
skew_x_-30,skew_x_deg,-30.0,500,3.911999940872192,2.306568145751953,1.0,0.4959999918937683,248,252,4.78000020980835,2.326284408569336,1.0,0.3300000131130218,66,134,3.3333332538604736,2.102908134460449,1.0,0.6066666841506958,182,118,24.965761184692383,37.81676483154297,21.78710556030273,-12.85100555419922,19.439044952392575,2.9119999408721924,0.2000000029802322,0.1986451894044876,22.29617118835449,41.80540084838867,23.837890625,-19.509227752685547,19.85286521911621,3.7799999713897705,0.1099999994039535,0.1123532354831695,26.7454891204834,35.157676696777344,20.41991233825684,-8.412190437316895,17.826353073120117,2.3333332538604736,0.2599999904632568,0.2561731338500976,skew_x,results_skewx_extreme_8cat_smoothed_alpha_target_b3
skew_x_30,skew_x_deg,30.0,500,3.5280001163482666,2.241699457168579,1.0,0.5600000023841858,280,220,4.119999885559082,2.3464014530181885,1.0,0.4399999976158142,88,112,3.133333444595337,2.077391624450684,1.0,0.6399999856948853,192,108,26.75082397460937,38.15708541870117,21.816246032714844,-11.406258583068848,18.935148239135746,2.5280001163482666,0.2360000014305114,0.2334905117750167,26.076478958129883,42.02447128295898,23.82085418701172,-15.947988510131836,21.51408195495605,3.119999885559082,0.1899999976158142,0.1789262741804123,27.200389862060547,35.578826904296875,20.479841232299805,-8.378438949584961,16.31185531616211,2.133333444595337,0.2666666805744171,0.2698666751384735,skew_x,results_skewx_extreme_8cat_smoothed_alpha_target_b3
skew_y_-20,skew_y_deg,-20.0,500,3.2880001068115234,2.312802791595459,1.0,0.6359999775886536,318,182,3.9600000381469727,2.509661197662353,1.0,0.5400000214576721,108,92,2.8399999141693115,2.0529003143310547,1.0,0.699999988079071,210,90,35.89054870605469,41.68349075317383,23.83704948425293,-5.792952060699463,28.821231842041016,2.2880001068115234,0.3120000064373016,0.3120783865451813,28.529258728027344,42.00495147705078,23.872879028320312,-13.475693702697754,20.99098014831543,2.9600000381469727,0.2199999988079071,0.209197461605072,40.79806137084961,41.46918869018555,23.813159942626957,-0.6711248159408569,32.01731872558594,1.840000033378601,0.3733333349227905,0.3806656897068023,skew_y,results_skewy_8cat_smoothed_alpha_target_b3
skew_y_-10,skew_y_deg,-10.0,500,3.196000099182129,2.2955574989318848,1.0,0.656000018119812,328,172,3.849999904632568,2.434645652770996,1.0,0.5400000214576721,108,92,2.759999990463257,2.0870394706726074,1.0,0.7333333492279053,220,80,38.47734451293945,42.70861053466797,24.43651390075684,-4.231266498565674,30.85884475708008,2.196000099182129,0.3079999983310699,0.3047902882099151,29.95726585388184,42.051456451416016,23.92413330078125,-12.094186782836914,24.104686737060547,2.8499999046325684,0.209999993443489,0.2035229057073593,44.15739440917969,43.14671325683594,24.77810287475586,1.0106799602508545,33.631256103515625,1.7599999904632568,0.3733333349227905,0.3723018765449524,skew_y,results_skewy_8cat_smoothed_alpha_target_b3
skew_y_0,skew_y_deg,0.0,500,3.2679998874664307,2.268959283828736,1.0,0.6159999966621399,308,192,4.0,2.353720426559448,1.0,0.4699999988079071,94,106,2.7799999713897705,2.071617841720581,1.0,0.7133333086967468,214,86,38.94662857055664,43.621524810791016,24.78741455078125,-4.674895286560059,33.993309020996094,2.2679998874664307,0.2960000038146972,0.2992406785488128,29.59088706970215,42.1358757019043,23.92812728881836,-12.544987678527832,24.53789520263672,3.0,0.1800000071525573,0.1892958432435989,45.18378829956055,44.611961364746094,25.36027336120605,0.5718331933021545,38.15340423583984,1.7799999713897705,0.3733333349227905,0.3725372850894928,skew_y,results_skewy_8cat_smoothed_alpha_target_b3
skew_y_10,skew_y_deg,10.0,500,3.171999931335449,2.172191619873047,1.0,0.6439999938011169,322,178,3.880000114440918,2.290327548980713,1.0,0.5199999809265137,104,96,2.700000047683716,1.951922059059143,1.0,0.7266666889190674,218,82,38.09111022949219,42.4707145690918,24.27081298828125,-4.379603385925293,32.36529922485352,2.171999931335449,0.3000000119209289,0.2926474809646606,29.444862365722656,42.03458404541016,23.911088943481445,-12.58972454071045,23.024925231933597,2.880000114440918,0.1800000071525573,0.1782782524824142,43.85527420043945,42.7614631652832,24.51062774658203,1.0938100814819336,36.297760009765625,1.7000000476837158,0.3799999952316284,0.3688936233520508,skew_y,results_skewy_8cat_smoothed_alpha_target_b3
skew_y_20,skew_y_deg,20.0,500,3.1440000534057617,2.2152345180511475,1.0,0.656000018119812,328,172,3.950000047683716,2.3510637283325195,1.0,0.5099999904632568,102,98,2.6066665649414062,1.9421522617340088,1.0,0.753333330154419,226,74,35.37478256225586,41.3184700012207,23.65415382385254,-5.943687438964844,28.03598403930664,2.1440000534057617,0.3079999983310699,0.3074887692928314,28.44139671325684,42.15192031860352,23.91568374633789,-13.710522651672363,21.91119766235352,2.950000047683716,0.1700000017881393,0.1846064776182174,39.99703598022461,40.76283645629883,23.47980117797852,-0.7657977938652039,30.37982940673828,1.6066666841506958,0.4000000059604645,0.3894102573394775,skew_y,results_skewy_8cat_smoothed_alpha_target_b3
skew_y_-30,skew_y_deg,-30.0,500,3.359999895095825,2.30095648765564,1.0,0.6079999804496765,304,196,4.260000228881836,2.3774776458740234,1.0,0.4399999976158142,88,112,2.759999990463257,2.0385613441467285,1.0,0.7200000286102295,216,84,30.944772720336918,39.69931411743164,22.665287017822266,-8.754534721374512,22.396625518798828,2.359999895095825,0.3039999902248382,0.3072022199630737,25.31080818176269,41.96274948120117,23.837574005126957,-16.651939392089844,19.838638305664062,3.259999990463257,0.1599999964237213,0.1673860549926757,34.70074844360352,38.19035339355469,21.88376235961914,-3.489599227905273,22.457399368286133,1.7599999904632568,0.4000000059604645,0.4004130065441131,skew_y,results_skewy_extreme_8cat_smoothed_alpha_target_b3
skew_y_30,skew_y_deg,30.0,500,3.2720000743865967,2.214049816131592,1.0,0.6159999966621399,308,192,3.910000085830689,2.40039587020874,1.0,0.5099999904632568,102,98,2.8466665744781494,1.9688801765441892,1.0,0.6866666674613953,206,94,31.323671340942383,39.36492538452149,22.575382232666016,-8.041252136230469,23.172592163085938,2.2720000743865967,0.2800000011920929,0.2919287085533142,27.868467330932617,42.21824264526367,23.88861846923828,-14.349775314331056,21.143939971923828,2.9100000858306885,0.1899999976158142,0.2053998112678527,33.627140045166016,37.46271514892578,21.699892044067383,-3.8355705738067623,23.509248733520508,1.846666693687439,0.3400000035762787,0.3496145904064178,skew_y,results_skewy_extreme_8cat_smoothed_alpha_target_b3
